39.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
02:24:16.0 (713319783)|HEAP_ALLOCATE|[160]|Bytes:4
02:24:16.0 (713323901)|VARIABLE_SCOPE_BEGIN|[160]|lookupMap|Map<Id,List<ANY>>|true|false
02:24:16.0 (713330697)|VARIABLE_ASSIGNMENT|[160]|lookupMap|{}|0x69c42d3f
02:24:16.0 (713342169)|HEAP_ALLOCATE|[163]|Bytes:5
02:24:16.0 (713349570)|HEAP_ALLOCATE|[163]|Bytes:292
02:24:16.0 (713355619)|VARIABLE_SCOPE_BEGIN|[163]|item|Object|false|false
02:24:16.0 (713362076)|VARIABLE_ASSIGNMENT|[163]|item|"Map of size 72 too large to display"
02:24:16.0 (713364498)|STATEMENT_EXECUTE|[163]
02:24:16.0 (713365533)|STATEMENT_EXECUTE|[164]
02:24:16.0 (713367991)|VARIABLE_SCOPE_BEGIN|[164]|mItem|Map<String,ANY>|true|false
02:24:16.0 (713372165)|VARIABLE_ASSIGNMENT|[164]|mItem|"Map of size 72 too large to display"|0x50b6d807
02:24:16.0 (713381110)|STATEMENT_EXECUTE|[165]
02:24:16.0 (713382052)|STATEMENT_EXECUTE|[166]
02:24:16.0 (713390275)|HEAP_ALLOCATE|[166]|Bytes:4
02:24:16.0 (713392987)|VARIABLE_SCOPE_BEGIN|[166]|lookupId|Id|false|false
02:24:16.0 (713452626)|VARIABLE_ASSIGNMENT|[166]|lookupId|"005280000056SduAAE"
02:24:16.0 (713456230)|STATEMENT_EXECUTE|[167]
02:24:16.0 (713457467)|STATEMENT_EXECUTE|[168]
02:24:16.0 (713464642)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
02:24:16.0 (713474296)|STATEMENT_EXECUTE|[169]
02:24:16.0 (713475315)|STATEMENT_EXECUTE|[170]
02:24:16.0 (713478286)|HEAP_ALLOCATE|[170]|Bytes:4
02:24:16.0 (713500513)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
02:24:16.0 (713503468)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
02:24:16.0 (713507118)|STATEMENT_EXECUTE|[172]
02:24:16.0 (713526674)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
02:24:16.0 (713535200)|HEAP_ALLOCATE|[163]|Bytes:5
02:24:16.0 (713546400)|VARIABLE_ASSIGNMENT|[163]|item|null
02:24:16.0 (713554261)|STATEMENT_EXECUTE|[178]
02:24:16.0 (713555193)|STATEMENT_EXECUTE|[179]
02:24:16.0 (713559938)|METHOD_ENTRY|[179]|01p2800000EnCqi|RelatedListDataGridController.getLookupObjects(Set<Id>)
02:24:16.0 (713565740)|VARIABLE_SCOPE_BEGIN|[204]|lookupIds|Set<Id>|true|false
02:24:16.0 (713572906)|VARIABLE_ASSIGNMENT|[204]|lookupIds|["005280000056SduAAE"]|0x588c77f4
02:24:16.0 (713578935)|HEAP_ALLOCATE|[206]|Bytes:5
02:24:16.0 (713581228)|STATEMENT_EXECUTE|[205]
02:24:16.0 (713582288)|STATEMENT_EXECUTE|[206]
02:24:16.0 (713584727)|HEAP_ALLOCATE|[206]|Bytes:4
02:24:16.0 (713601752)|HEAP_ALLOCATE|[206]|Bytes:4
02:24:16.0 (713620785)|HEAP_ALLOCATE|[206]|Bytes:4
02:24:16.0 (713647579)|VARIABLE_SCOPE_BEGIN|[206]|sobjectType|Schema.SObjectType|true|false
02:24:16.0 (713704584)|VARIABLE_ASSIGNMENT|[206]|sobjectType|"common.apex.runtime.impl.ApexSObjectTypeToken@323ae8a"|0x323ae8a
02:24:16.0 (713708435)|STATEMENT_EXECUTE|[207]
02:24:16.0 (713729333)|HEAP_ALLOCATE|[207]|Bytes:4
02:24:16.0 (713743240)|HEAP_ALLOCATE|[207]|Bytes:4
02:24:16.0 (713746007)|VARIABLE_SCOPE_BEGIN|[207]|sobjectName|String|false|false
02:24:16.0 (713751246)|VARIABLE_ASSIGNMENT|[207]|sobjectName|"User"
02:24:16.0 (713760906)|METHOD_ENTRY|[209]|01p2800000EnCqi|RelatedListDataGridController.isSafeObject(String)
02:24:16.0 (713764356)|VARIABLE_SCOPE_BEGIN|[281]|objName|String|false|false
02:24:16.0 (713767114)|VARIABLE_ASSIGNMENT|[281]|objName|"User"
02:24:16.0 (713772440)|HEAP_ALLOCATE|[282]|Bytes:5
02:24:16.0 (713777641)|STATEMENT_EXECUTE|[281]
02:24:16.0 (713778876)|STATEMENT_EXECUTE|[282]
02:24:16.0 (801214287)|HEAP_ALLOCATE|[282]|Bytes:2432
02:24:16.0 (801239721)|VARIABLE_SCOPE_BEGIN|[282]|schemaMap|Map<String,Schema.SObjectType>|true|false
02:24:16.0 (801527499)|VARIABLE_ASSIGNMENT|[282]|schemaMap|"{acceptedeventrelation=AcceptedEventRelation, account=Account, accountcleaninfo=AccountCleanInfo, accountcontactrole=AccountContactRole, accountfeed=AccountFeed, accounthistory=AccountHistory, accountpartner=AccountPartner, accountshare=AccountShare, actionlinkgrouptemplate=ActionLinkGroupTemplate, actionlinktemplate=ActionLinkTemplate, ...}"|0x3498f7b
02:24:16.0 (801534281)|STATEMENT_EXECUTE|[283]
02:24:16.0 (801561555)|VARIABLE_SCOPE_BEGIN|[283]|myObj|Schema.SObjectType|true|false
02:24:16.0 (801606143)|VARIABLE_ASSIGNMENT|[283]|myObj|"common.apex.runtime.impl.ApexSObjectTypeToken@323ae8a"|0x323ae8a
02:24:16.0 (801609243)|STATEMENT_EXECUTE|[285]
02:24:16.0 (801636939)|HEAP_ALLOCATE|[285]|Bytes:4
02:24:16.0 (801661754)|HEAP_ALLOCATE|[285]|Bytes:5
02:24:16.0 (801672103)|METHOD_EXIT|[209]|01p2800000EnCqi|RelatedListDataGridController.isSafeObject(String)
02:24:16.0 (801681838)|METHOD_ENTRY|[209]|01p2800000EnCqi|RelatedListDataGridController.isSafeField(String, String)
02:24:16.0 (801687747)|VARIABLE_SCOPE_BEGIN|[288]|fieldName|String|false|false
02:24:16.0 (801697953)|VARIABLE_ASSIGNMENT|[288]|fieldName|"Name"
02:24:16.0 (801700274)|VARIABLE_SCOPE_BEGIN|[288]|objName|String|false|false
02:24:16.0 (801702795)|VARIABLE_ASSIGNMENT|[288]|objName|"User"
02:24:16.0 (801708305)|HEAP_ALLOCATE|[289]|Bytes:5
02:24:16.0 (801711149)|STATEMENT_EXECUTE|[288]
02:24:16.0 (801712390)|STATEMENT_EXECUTE|[289]
02:24:16.0 (908514330)|HEAP_ALLOCATE|[289]|Bytes:2432
02:24:16.0 (908541823)|VARIABLE_SCOPE_BEGIN|[289]|schemaMap|Map<String,Schema.SObjectType>|true|false
02:24:16.0 (908915106)|VARIABLE_ASSIGNMENT|[289]|schemaMap|"{acceptedeventrelation=AcceptedEventRelation, account=Account, accountcleaninfo=AccountCleanInfo, accountcontactrole=AccountContactRole, accountfeed=AccountFeed, accounthistory=AccountHistory, accountpartner=AccountPartner, accountshare=AccountShare, actionlinkgrouptemplate=ActionLinkGroupTemplate, actionlinktemplate=ActionLinkTemplate, ...}"|0x5eb7a4ee
02:24:16.0 (908952528)|STATEMENT_EXECUTE|[290]
02:24:16.0 (909087342)|VARIABLE_SCOPE_BEGIN|[290]|myObj|Schema.SObjectType|true|false
02:24:16.0 (909171944)|VARIABLE_ASSIGNMENT|[290]|myObj|"common.apex.runtime.impl.ApexSObjectTypeToken@323ae8a"|0x323ae8a
02:24:16.0 (909177245)|STATEMENT_EXECUTE|[292]
02:24:16.0 (909213236)|HEAP_ALLOCATE|[292]|Bytes:4
02:24:16.0 (910255202)|HEAP_ALLOCATE|[292]|Bytes:664
02:24:16.0 (910286906)|VARIABLE_SCOPE_BEGIN|[292]|myField|Schema.SObjectField|true|false
02:24:16.0 (910366427)|VARIABLE_ASSIGNMENT|[292]|myField|"common.apex.runtime.impl.ApexFieldToken@5032936d"|0x5032936d
02:24:16.0 (910371647)|STATEMENT_EXECUTE|[293]
02:24:16.0 (910442067)|HEAP_ALLOCATE|[293]|Bytes:8
02:24:16.0 (910470220)|HEAP_ALLOCATE|[293]|Bytes:5
02:24:16.0 (910489932)|METHOD_EXIT|[209]|01p2800000EnCqi|RelatedListDataGridController.isSafeField(String, String)
02:24:16.0 (910497343)|STATEMENT_EXECUTE|[209]
02:24:16.0 (910499111)|STATEMENT_EXECUTE|[210]
02:24:16.0 (910509546)|HEAP_ALLOCATE|[210]|Bytes:48
02:24:16.0 (910684978)|SOQL_EXECUTE_BEGIN|[210]|Aggregations:0|Select Id, Name From User Where Id in :lookupIds
02:24:16.0 (913718556)|SOQL_EXECUTE_END|[210]|Rows:1
02:24:16.0 (913736093)|HEAP_ALLOCATE|[210]|Bytes:8
02:24:16.0 (913750805)|HEAP_ALLOCATE|[210]|Bytes:60
02:24:16.0 (913782783)|HEAP_ALLOCATE|[210]|Bytes:8
02:24:16.0 (913807357)|METHOD_EXIT|[179]|01p2800000EnCqi|RelatedListDataGridController.getLookupObjects(Set<Id>)
02:24:16.0 (913815111)|VARIABLE_SCOPE_BEGIN|[179]|lookupObjs|List<SObject>|true|false
02:24:16.0 (913846175)|VARIABLE_ASSIGNMENT|[179]|lookupObjs|[{"Id":"005280000056SduAAE","Name":"Madhan Kumar Sundara (3 more) ..."}]|0x48352c3c
02:24:16.0 (913884930)|HEAP_ALLOCATE|[180]|Bytes:5
02:24:16.0 (913907706)|HEAP_ALLOCATE|[180]|Bytes:12
02:24:16.0 (913926479)|VARIABLE_SCOPE_BEGIN|[180]|lookupObj|SObject|true|false
02:24:16.0 (913938367)|VARIABLE_ASSIGNMENT|[180]|lookupObj|{"Id":"005280000056SduAAE","Name":"Madhan Kumar Sundara (3 more) ..."}|0x1a77f3d
02:24:16.0 (913941692)|STATEMENT_EXECUTE|[180]
02:24:16.0 (913980018)|HEAP_ALLOCATE|[181]|Bytes:5
02:24:16.0 (913990277)|HEAP_ALLOCATE|[181]|Bytes:292
02:24:16.0 (914008726)|VARIABLE_SCOPE_BEGIN|[181]|item|Object|false|false
02:24:16.0 (914026442)|VARIABLE_ASSIGNMENT|[181]|item|"Map of size 72 too large to display"
02:24:16.0 (914029332)|STATEMENT_EXECUTE|[181]
02:24:16.0 (914030554)|STATEMENT_EXECUTE|[182]
02:24:16.0 (914035150)|VARIABLE_SCOPE_BEGIN|[182]|mItem|Map<String,ANY>|true|false
02:24:16.0 (914041363)|VARIABLE_ASSIGNMENT|[182]|mItem|"Map of size 72 too large to display"|0x50b6d807
02:24:16.0 (914042799)|STATEMENT_EXECUTE|[183]
02:24:16.0 (914043699)|STATEMENT_EXECUTE|[183]
02:24:16.0 (914044847)|STATEMENT_EXECUTE|[184]
02:24:16.0 (914051799)|HEAP_ALLOCATE|[184]|Bytes:17
02:24:16.0 (914082179)|HEAP_ALLOCATE|[184]|Bytes:23
02:24:16.0 (914098749)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
02:24:16.0 (914112744)|HEAP_ALLOCATE|[181]|Bytes:5
02:24:16.0 (914123360)|VARIABLE_ASSIGNMENT|[181]|item|null
02:24:16.0 (914129676)|HEAP_ALLOCATE|[180]|Bytes:5
02:24:16.0 (914135446)|VARIABLE_ASSIGNMENT|[180]|lookupObj|null|
02:24:16.0 (914143069)|HEAP_ALLOCATE|[158]|Bytes:5
02:24:16.0 (914150258)|VARIABLE_SCOPE_BEGIN|[158]|fieldKey|String|false|false
02:24:16.0 (914155151)|VARIABLE_ASSIGNMENT|[158]|fieldKey|"LastModifiedById"
02:24:16.0 (914157656)|STATEMENT_EXECUTE|[158]
02:24:16.0 (914159257)|STATEMENT_EXECUTE|[159]
02:24:16.0 (914166945)|HEAP_ALLOCATE|[159]|Bytes:4
02:24:16.0 (914178379)|VARIABLE_SCOPE_BEGIN|[159]|lookupIds|Set<Id>|true|false
02:24:16.0 (914197315)|VARIABLE_ASSIGNMENT|[159]|lookupIds|[]|0x49db72f
02:24:16.0 (914199237)|STATEMENT_EXECUTE|[160]
02:24:16.0 (914202318)|HEAP_ALLOCATE|[160]|Bytes:4
02:24:16.0 (914206377)|VARIABLE_SCOPE_BEGIN|[160]|lookupMap|Map<Id,List<ANY>>|true|false
02:24:16.0 (914212859)|VARIABLE_ASSIGNMENT|[160]|lookupMap|{}|0xf456cc6
02:24:16.0 (914224229)|HEAP_ALLOCATE|[163]|Bytes:5
02:24:16.0 (914232199)|HEAP_ALLOCATE|[163]|Bytes:296
02:24:16.0 (914238748)|VARIABLE_SCOPE_BEGIN|[163]|item|Object|false|false
02:24:16.0 (914246795)|VARIABLE_ASSIGNMENT|[163]|item|"Map of size 73 too large to display"
02:24:16.0 (914248986)|STATEMENT_EXECUTE|[163]
02:24:16.0 (914250092)|STATEMENT_EXECUTE|[164]
02:24:16.0 (914252496)|VARIABLE_SCOPE_BEGIN|[164]|mItem|Map<String,ANY>|true|false
02:24:16.0 (914256812)|VARIABLE_ASSIGNMENT|[164]|mItem|"Map of size 73 too large to display"|0x50b6d807
02:24:16.0 (914266354)|STATEMENT_EXECUTE|[165]
02:24:16.0 (914267292)|STATEMENT_EXECUTE|[166]
02:24:16.0 (914280256)|HEAP_ALLOCATE|[166]|Bytes:4
02:24:16.0 (914283215)|VARIABLE_SCOPE_BEGIN|[166]|lookupId|Id|false|false
02:24:16.0 (914334867)|VARIABLE_ASSIGNMENT|[166]|lookupId|"005280000056SduAAE"
02:24:16.0 (914338543)|STATEMENT_EXECUTE|[167]
02:24:16.0 (914339606)|STATEMENT_EXECUTE|[168]
02:24:16.0 (914347638)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
02:24:16.0 (914362375)|STATEMENT_EXECUTE|[169]
02:24:16.0 (914363470)|STATEMENT_EXECUTE|[170]
02:24:16.0 (914367347)|HEAP_ALLOCATE|[170]|Bytes:4
02:24:16.0 (914386953)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
02:24:16.0 (914389420)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
02:24:16.0 (914392814)|STATEMENT_EXECUTE|[172]
02:24:16.0 (914407827)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
02:24:16.0 (914415832)|HEAP_ALLOCATE|[163]|Bytes:5
02:24:16.0 (914426367)|VARIABLE_ASSIGNMENT|[163]|item|null
02:24:16.0 (914434356)|STATEMENT_EXECUTE|[178]
02:24:16.0 (914435428)|STATEMENT_EXECUTE|[179]
02:24:16.0 (914440278)|METHOD_ENTRY|[179]|01p2800000EnCqi|RelatedListDataGridController.getLookupObjects(Set<Id>)
02:24:16.0 (914445124)|VARIABLE_SCOPE_BEGIN|[204]|lookupIds|Set<Id>|true|false
02:24:16.0 (914451596)|VARIABLE_ASSIGNMENT|[204]|lookupIds|["005280000056SduAAE"]|0x49db72f
02:24:16.0 (914459269)|HEAP_ALLOCATE|[206]|Bytes:5
02:24:16.0 (914462125)|STATEMENT_EXECUTE|[205]
02:24:16.0 (914463222)|STATEMENT_EXECUTE|[206]
02:24:16.0 (914465644)|HEAP_ALLOCATE|[206]|Bytes:4
02:24:16.0 (914478454)|HEAP_ALLOCATE|[206]|Bytes:4
02:24:16.0 (914499826)|HEAP_ALLOCATE|[206]|Bytes:4
02:24:16.0 (914526528)|VARIABLE_SCOPE_BEGIN|[206]|sobjectType|Schema.SObjectType|true|false
02:24:16.0 (914573428)|VARIABLE_ASSIGNMENT|[206]|sobjectType|"common.apex.runtime.impl.ApexSObjectTypeToken@323ae8a"|0x323ae8a
02:24:16.0 (914576593)|STATEMENT_EXECUTE|[207]
02:24:16.0 (914594057)|HEAP_ALLOCATE|[207]|Bytes:4
02:24:16.0 (914604902)|HEAP_ALLOCATE|[207]|Bytes:4
02:24:16.0 (914607342)|VARIABLE_SCOPE_BEGIN|[207]|sobjectName|String|false|false
02:24:16.0 (914612379)|VARIABLE_ASSIGNMENT|[207]|sobjectName|"User"
02:24:16.0 (914617834)|METHOD_ENTRY|[209]|01p2800000EnCqi|RelatedListDataGridController.isSafeObject(String)
02:24:16.0 (914621607)|VARIABLE_SCOPE_BEGIN|[281]|objName|String|false|false
02:24:16.0 (914624264)|VARIABLE_ASSIGNMENT|[281]|objName|"User"
02:24:16.0 (914629314)|HEAP_ALLOCATE|[282]|Bytes:5
02:24:16.0 (914631504)|STATEMENT_EXECUTE|[281]
02:24:16.0 (914632989)|STATEMENT_EXECUTE|[282]
02:24:16.0 (934438370)|HEAP_ALLOCATE|[282]|Bytes:2432
02:24:16.0 (934463220)|VARIABLE_SCOPE_BEGIN|[282]|schemaMap|Map<String,Schema.SObjectType>|true|false
02:24:16.0 (934755356)|VARIABLE_ASSIGNMENT|[282]|schemaMap|"{acceptedeventrelation=AcceptedEventRelation, account=Account, accountcleaninfo=AccountCleanInfo, accountcontactrole=AccountContactRole, accountfeed=AccountFeed, accounthistory=AccountHistory, accountpartner=AccountPartner, accountshare=AccountShare, actionlinkgrouptemplate=ActionLinkGroupTemplate, actionlinktemplate=ActionLinkTemplate, ...}"|0x6e70e5de
02:24:16.0 (934762426)|STATEMENT_EXECUTE|[283]
02:24:16.0 (934791285)|VARIABLE_SCOPE_BEGIN|[283]|myObj|Schema.SObjectType|true|false
02:24:16.0 (934840558)|VARIABLE_ASSIGNMENT|[283]|myObj|"common.apex.runtime.impl.ApexSObjectTypeToken@323ae8a"|0x323ae8a
02:24:16.0 (934843572)|STATEMENT_EXECUTE|[285]
02:24:16.0 (934870013)|HEAP_ALLOCATE|[285]|Bytes:4
02:24:16.0 (934892433)|HEAP_ALLOCATE|[285]|Bytes:5
02:24:16.0 (934907849)|METHOD_EXIT|[209]|01p2800000EnCqi|RelatedListDataGridController.isSafeObject(String)
02:24:16.0 (934916825)|METHOD_ENTRY|[209]|01p2800000EnCqi|RelatedListDataGridController.isSafeField(String, String)
02:24:16.0 (934926352)|VARIABLE_SCOPE_BEGIN|[288]|fieldName|String|false|false
02:24:16.0 (934931877)|VARIABLE_ASSIGNMENT|[288]|fieldName|"Name"
02:24:16.0 (934933991)|VARIABLE_SCOPE_BEGIN|[288]|objName|String|false|false
02:24:16.0 (934936712)|VARIABLE_ASSIGNMENT|[288]|objName|"User"
02:24:16.0 (934943072)|HEAP_ALLOCATE|[289]|Bytes:5
02:24:16.0 (934946288)|STATEMENT_EXECUTE|[288]
02:24:16.0 (934947671)|STATEMENT_EXECUTE|[289]
02:24:16.0 (945401728)|HEAP_ALLOCATE|[289]|Bytes:2432
02:24:16.0 (945420628)|VARIABLE_SCOPE_BEGIN|[289]|schemaMap|Map<String,Schema.SObjectType>|true|false
02:24:16.0 (945710536)|VARIABLE_ASSIGNMENT|[289]|schemaMap|"{acceptedeventrelation=AcceptedEventRelation, account=Account, accountcleaninfo=AccountCleanInfo, accountcontactrole=AccountContactRole, accountfeed=AccountFeed, accounthistory=AccountHistory, accountpartner=AccountPartner, accountshare=AccountShare, actionlinkgrouptemplate=ActionLinkGroupTemplate, actionlinktemplate=ActionLinkTemplate, ...}"|0x541431ba
02:24:16.0 (945716360)|STATEMENT_EXECUTE|[290]
02:24:16.0 (945741907)|VARIABLE_SCOPE_BEGIN|[290]|myObj|Schema.SObjectType|true|false
02:24:16.0 (945788595)|VARIABLE_ASSIGNMENT|[290]|myObj|"common.apex.runtime.impl.ApexSObjectTypeToken@323ae8a"|0x323ae8a
02:24:16.0 (945791800)|STATEMENT_EXECUTE|[292]
02:24:16.0 (945818950)|HEAP_ALLOCATE|[292]|Bytes:4
02:24:16.0 (946465740)|HEAP_ALLOCATE|[292]|Bytes:664
02:24:16.0 (946491343)|VARIABLE_SCOPE_BEGIN|[292]|myField|Schema.SObjectField|true|false
02:24:16.0 (946543021)|VARIABLE_ASSIGNMENT|[292]|myField|"common.apex.runtime.impl.ApexFieldToken@5032936d"|0x5032936d
02:24:16.0 (946552301)|STATEMENT_EXECUTE|[293]
02:24:16.0 (946600146)|HEAP_ALLOCATE|[293]|Bytes:8
02:24:16.0 (946615930)|HEAP_ALLOCATE|[293]|Bytes:5
02:24:16.0 (946629489)|METHOD_EXIT|[209]|01p2800000EnCqi|RelatedListDataGridController.isSafeField(String, String)
02:24:16.0 (946634315)|STATEMENT_EXECUTE|[209]
02:24:16.0 (946635860)|STATEMENT_EXECUTE|[210]
02:24:16.0 (946644356)|HEAP_ALLOCATE|[210]|Bytes:48
02:24:16.0 (946783465)|SOQL_EXECUTE_BEGIN|[210]|Aggregations:0|Select Id, Name From User Where Id in :lookupIds
02:24:16.0 (951725034)|SOQL_EXECUTE_END|[210]|Rows:1
02:24:16.0 (951738119)|HEAP_ALLOCATE|[210]|Bytes:8
02:24:16.0 (951750052)|HEAP_ALLOCATE|[210]|Bytes:60
02:24:16.0 (951770961)|HEAP_ALLOCATE|[210]|Bytes:8
02:24:16.0 (951790150)|METHOD_EXIT|[179]|01p2800000EnCqi|RelatedListDataGridController.getLookupObjects(Set<Id>)
02:24:16.0 (951796452)|VARIABLE_SCOPE_BEGIN|[179]|lookupObjs|List<SObject>|true|false
02:24:16.0 (951817922)|VARIABLE_ASSIGNMENT|[179]|lookupObjs|[{"Id":"005280000056SduAAE","Name":"Madhan Kumar Sundara (3 more) ..."}]|0xaf0993d
02:24:16.0 (951845646)|HEAP_ALLOCATE|[180]|Bytes:5
02:24:16.0 (951871291)|HEAP_ALLOCATE|[180]|Bytes:12
02:24:16.0 (951887297)|VARIABLE_SCOPE_BEGIN|[180]|lookupObj|SObject|true|false
02:24:16.0 (951898336)|VARIABLE_ASSIGNMENT|[180]|lookupObj|{"Id":"005280000056SduAAE","Name":"Madhan Kumar Sundara (3 more) ..."}|0x1f4b99b
02:24:16.0 (951901264)|STATEMENT_EXECUTE|[180]
02:24:16.0 (951941516)|HEAP_ALLOCATE|[181]|Bytes:5
02:24:16.0 (951952685)|HEAP_ALLOCATE|[181]|Bytes:296
02:24:16.0 (951969485)|VARIABLE_SCOPE_BEGIN|[181]|item|Object|false|false
02:24:16.0 (951980362)|VARIABLE_ASSIGNMENT|[181]|item|"Map of size 73 too large to display"
02:24:16.0 (951982764)|STATEMENT_EXECUTE|[181]
02:24:16.0 (951984304)|STATEMENT_EXECUTE|[182]
02:24:16.0 (951988400)|VARIABLE_SCOPE_BEGIN|[182]|mItem|Map<String,ANY>|true|false
02:24:16.0 (951993847)|VARIABLE_ASSIGNMENT|[182]|mItem|"Map of size 73 too large to display"|0x50b6d807
02:24:16.0 (951995206)|STATEMENT_EXECUTE|[183]
02:24:16.0 (951996129)|STATEMENT_EXECUTE|[183]
02:24:16.0 (951997222)|STATEMENT_EXECUTE|[184]
02:24:16.0 (952003697)|HEAP_ALLOCATE|[184]|Bytes:22
02:24:16.0 (952034902)|HEAP_ALLOCATE|[184]|Bytes:23
02:24:16.0 (952056913)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
02:24:16.0 (952067280)|HEAP_ALLOCATE|[181]|Bytes:5
02:24:16.0 (952078763)|VARIABLE_ASSIGNMENT|[181]|item|null
02:24:16.0 (952085149)|HEAP_ALLOCATE|[180]|Bytes:5
02:24:16.0 (952091732)|VARIABLE_ASSIGNMENT|[180]|lookupObj|null|
02:24:16.0 (952099329)|HEAP_ALLOCATE|[158]|Bytes:5
02:24:16.0 (952104888)|VARIABLE_ASSIGNMENT|[158]|fieldKey|null
02:24:16.0 (952107508)|STATEMENT_EXECUTE|[195]
02:24:16.0 (952116169)|SYSTEM_MODE_EXIT|false
02:24:16.952 (952139666)|CUMULATIVE_LIMIT_USAGE
02:24:16.952 (952139666)|LIMIT_USAGE_FOR_NS|(default)|
  Number of SOQL queries: 4 out of 100
  Number of query rows: 4 out of 50000
  Number of SOSL queries: 0 out of 20
  Number of DML statements: 0 out of 150
  Number of DML rows: 0 out of 10000
  Maximum CPU time: 87 out of 10000
  Maximum heap size: 0 out of 6000000
  Number of callouts: 1 out of 100
  Number of Email Invocations: 0 out of 10
  Number of future calls: 0 out of 50
  Number of queueable jobs added to the queue: 0 out of 50
  Number of Mobile Apex push calls: 0 out of 10

02:24:16.952 (952139666)|CUMULATIVE_LIMIT_USAGE_END

02:24:16.0 (952177105)|CODE_UNIT_FINISHED|RelatedListDataGridController.getReleatedListItems
02:24:16.0 (952468848)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:18
02:24:16.0 (952480239)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
02:24:16.0 (952518256)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:13
02:24:16.0 (952522956)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:13
02:24:16.0 (954485570)|CODE_UNIT_STARTED|[EXTERNAL]|01p2800000EnCqi|RelatedListDataGridController.getReleatedListItems
02:24:16.0 (954514377)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
02:24:16.0 (954517173)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:13
02:24:16.0 (954524131)|SYSTEM_MODE_ENTER|false
02:24:16.0 (954530278)|VARIABLE_SCOPE_BEGIN|[140]|objectId|Id|false|false
02:24:16.0 (954592565)|VARIABLE_ASSIGNMENT|[140]|objectId|"0012800000usoKEAAY"
02:24:16.0 (954596116)|VARIABLE_SCOPE_BEGIN|[140]|relatedlistName|String|false|false
02:24:16.0 (954600118)|VARIABLE_ASSIGNMENT|[140]|relatedlistName|"Opportunities"
02:24:16.0 (954610395)|HEAP_ALLOCATE|[143]|Bytes:5
02:24:16.0 (954618336)|STATEMENT_EXECUTE|[142]
02:24:16.0 (954619756)|STATEMENT_EXECUTE|[143]
02:24:16.0 (954628883)|METHOD_ENTRY|[143]|01p2800000EnCql|RestAPIUtils.getRelatedListItems(Id, String)
02:24:16.0 (954634179)|VARIABLE_SCOPE_BEGIN|[111]|objectId|Id|false|false
02:24:16.0 (954676429)|VARIABLE_ASSIGNMENT|[111]|objectId|"0012800000usoKEAAY"
02:24:16.0 (954679477)|VARIABLE_SCOPE_BEGIN|[111]|relatedlistName|String|false|false
02:24:16.0 (954683081)|VARIABLE_ASSIGNMENT|[111]|relatedlistName|"Opportunities"
02:24:16.0 (954692858)|HEAP_ALLOCATE|[114]|Bytes:5
02:24:16.0 (954696410)|STATEMENT_EXECUTE|[113]
02:24:16.0 (954697535)|STATEMENT_EXECUTE|[114]
02:24:16.0 (954745575)|HEAP_ALLOCATE|[114]|Bytes:4
02:24:16.0 (954757755)|HEAP_ALLOCATE|[114]|Bytes:7
02:24:16.0 (954760486)|VARIABLE_SCOPE_BEGIN|[114]|objectName|String|false|false
02:24:16.0 (954765346)|VARIABLE_ASSIGNMENT|[114]|objectName|"Account"
02:24:16.0 (954767453)|STATEMENT_EXECUTE|[116]
02:24:16.0 (954783084)|HEAP_ALLOCATE|[117]|Bytes:18
02:24:16.0 (954792612)|HEAP_ALLOCATE|[116]|Bytes:40
02:24:16.0 (954798746)|METHOD_ENTRY|[116]|01p2800000EnCql|RestAPIUtils.callSObjectAPI(String)
02:24:16.0 (954802293)|VARIABLE_SCOPE_BEGIN|[62]|query|String|false|false
02:24:16.0 (954807162)|VARIABLE_ASSIGNMENT|[62]|query|"Account/0012800000us (20 more) ..."
02:24:16.0 (954811994)|HEAP_ALLOCATE|[64]|Bytes:5
02:24:16.0 (954814309)|STATEMENT_EXECUTE|[63]
02:24:16.0 (954815535)|STATEMENT_EXECUTE|[64]
02:24:16.0 (954821229)|HEAP_ALLOCATE|[64]|Bytes:112
02:24:16.0 (954826171)|METHOD_ENTRY|[65]|01p2800000EnCql|RestAPIUtils.getSessionId()
02:24:16.0 (954830068)|HEAP_ALLOCATE|[32]|Bytes:5
02:24:16.0 (954832001)|STATEMENT_EXECUTE|[31]
